time,feed_c,out_c,feed_f,out_f,pressure,out_f_setting,out_c_setting,reward,error,sum_error,done
2021-08-24 14:05:00,28.57431966,65.78088165,1046.048123,159.45638689999998,67.08308563,163.26666666666668,65.5,-0.07889450130672124,-0.28088164999999776,-9945.050935779995,0
2021-08-24 14:10:00,27.64920087,65.51159363,1059.385322,164.9008729,67.34716492,170.0,65.5,-0.0001344122565767383,-0.011593629999993027,-9945.062529409995,0
2021-08-24 14:15:00,28.00172731,65.48082199,1057.49967,186.7066429,67.52318497,174.06666666666666,65.5,-0.00036779606756027333,0.01917801000000452,-9945.043351399996,0
2021-08-24 14:20:00,27.46901462,65.5367644,1062.892456,178.1955362,67.79006167,180.0,65.5,-0.0013516211073596757,-0.03676439999999559,-9945.080115799996,0
2021-08-24 14:25:00,26.956759499999997,65.77780749,1031.766814,183.5611174,67.64451082,180.0,65.5,-0.0771770015001005,-0.2778074900000007,-9945.357923289996,0
2021-08-24 14:30:00,24.92514896,65.65994848,847.9017771,174.73835730000002,67.42733739,180.0,65.5,-0.02558351625430946,-0.15994847999999706,-9945.517871769996,0
2021-08-24 14:35:00,22.68839345,65.65993926,528.3283693,177.19166950000002,67.28948466,180.0,65.5,-0.025580566889348105,-0.15993926000000158,-9945.677811029997,0
2021-08-24 14:40:00,22.59587016,65.4340879,551.814406,174.07506419999999,67.16968598,180.0,65.5,-0.004344404926410736,0.06591210000000558,-9945.611898929996,0
2021-08-24 14:45:00,21.01021209,65.59388237,597.1369718999999,175.3157033,66.48728633,180.0,65.5,-0.00881389939681744,-0.09388237000000288,-9945.705781299996,0
2021-08-24 14:50:00,23.1649454,65.26307573,503.0061102,178.5640196,66.70631338,180.0,65.5,-0.05613310971503429,0.23692427000000293,-9945.468857029995,0
2021-08-24 14:55:00,21.37403775,65.1174377,467.77277549999997,184.3776304,66.14823837,180.0,65.5,-0.14635391338129272,0.3825623000000036,-9945.086294729996,0
2021-08-24 15:00:00,21.55702499,65.86152453,434.5495293000001,174.8759507,66.1475588,180.0,65.5,-0.1306999857917187,-0.36152452999999696,-9945.447819259996,0
2021-08-24 15:05:00,21.80928043,65.58638574,469.0588048,179.5234838,65.24606120000001,180.0,65.5,-0.007462496075347118,-0.08638573999999721,-9945.534204999996,0
2021-08-24 15:10:00,26.06589142,65.11088565,479.0364728999999,180.6771854,65.98980108,180.0,65.5,-0.15140997737592238,0.38911434999999983,-9945.145090649996,0
2021-08-24 15:15:00,23.57092735,65.08270014,308.15733430000006,178.68081730000003,64.86992696,180.0,65.5,-0.17413917315601957,0.41729985999999997,-9944.727790789995,0
2021-08-24 15:20:00,29.0245955,65.70416978,204.8049122,176.8105767,65.19555232,180.0,65.5,-0.041685299065248746,-0.20416978000000086,-9944.931960569995,0
2021-08-24 15:25:00,32.82703391,65.29311034,460.79633269999994,181.3538753,64.35373891,180.0,65.5,-0.04280333141491628,0.20688966000000164,-9944.725070909995,0
2021-08-24 15:30:00,29.77776197,65.55586665,443.35080439999996,177.18434340000002,64.09964329,180.0,65.5,-0.003121082582222353,-0.055866649999998685,-9944.780937559995,0
2021-08-24 15:35:00,33.16905974,65.52148574,174.60503290000003,176.6530247,64.00642418,180.0,65.5,-0.0004616370233477206,-0.021485740000002806,-9944.802423299996,0
2021-08-24 15:40:00,30.25309112,65.56234243,0.6256275029999999,175.9999893,63.77727405,180.0,65.5,-0.0038865785783050322,-0.06234243000000106,-9944.864765729995,0
2021-08-24 15:45:00,34.72738091,65.52738221,466.4926206,185.02415259999998,63.59631738,180.0,65.5,-0.0007497854244840432,-0.027382209999998963,-9944.892147939996,0
2021-08-24 15:50:00,27.26197753,65.59384014,183.74660500000002,177.00494469999998,63.12234166,180.0,65.5,-0.008805971875219134,-0.09384013999999752,-9944.985988079996,0
2021-08-24 15:55:00,31.74116198,65.58583589,439.9582962,191.2468428,62.64833709,180.0,65.5,-0.007367800012091838,-0.08583588999999847,-9945.071823969996,0
2021-08-31 00:10:00,26.87874905,64.93040351,501.21996229999996,148.75036980000002,56.90573425,145.0,65.5,-0.3244401614203144,0.569596489999995,-9944.502227479996,0
2021-08-31 00:15:00,36.12920156,65.10196488,483.7666221,136.8486065,56.07276827,145.0,65.5,-0.15843195675341676,0.39803512000000296,-9944.104192359995,0
2021-08-31 00:20:00,31.77962344,65.5357572,486.89147149999997,139.86744819999998,55.89807256,145.0,65.5,-0.00127857735184044,-0.03575720000000615,-9944.139949559994,0
2021-08-31 00:25:00,27.64063444,65.74501473,511.8301375,137.3924937,52.80241727,145.0,65.5,-0.06003221791697,-0.24501472999999407,-9944.384964289995,0
2021-08-31 00:30:00,25.71807957,66.82656315,503.30441669999993,163.53294019999998,51.76528566,145.0,65.5,-1.7597697909379182,-1.3265631499999984,-9945.711527439995,0
2021-08-31 00:35:00,29.74341192,65.07675482,505.9529823,154.6119441,52.55766597,145.0,65.5,-0.17913648239322816,0.423245179999995,-9945.288282259995,0
2021-08-31 00:40:00,27.22860327,66.20462667,502.9482381,141.6402978,52.25206429,145.0,65.5,-0.49649874407528344,-0.7046266699999961,-9945.992908929995,0
2021-08-31 00:45:00,28.76970473,67.52185112,490.48486210000004,128.1577382,51.4774747,145.0,65.5,-4.08788195144523,-2.021851119999994,-9948.014760049995,0
2021-08-31 00:50:00,27.81511249,67.89103186,492.73045419999994,92.38807291,50.5613391,145.0,65.5,-5.717033355535051,-2.3910318599999982,-9950.405791909994,0
2021-08-31 00:55:00,29.79338314,67.91252787,498.5122956,125.13795420000001,52.27165044,145.0,65.5,-5.820290723526762,-2.4125278700000052,-9952.818319779994,0
2021-08-31 01:00:00,25.57538389,66.92941085,503.5653773,163.2466861,52.89186516,145.0,65.5,-2.0432153780977123,-1.4294108499999965,-9954.247730629993,0
2021-08-31 01:05:00,28.61746212,66.72660409,482.39566110000004,149.70992969999998,54.04887009,149.6,65.5,-1.504557593604716,-1.226604089999995,-9955.474334719993,0
2021-08-31 01:10:00,25.455423100000004,66.36379653,492.2788386,133.7148012,51.43589708,155.0,65.5,-0.7461444452400442,-0.8637965300000019,-9956.338131249993,0
2021-08-31 01:15:00,24.63982346,66.61799366,492.1584254,168.4225873,54.05381592,155.0,65.5,-1.2499098238001871,-1.1179936599999962,-9957.456124909993,0
2021-08-31 01:20:00,26.09801582,65.63957831,487.6632245,161.4886605,53.28964827,150.4,65.5,-0.019482104622457367,-0.13957831000000454,-9957.595703219993,0
2021-08-31 01:25:00,29.46977492,66.09232159,482.24843039999996,155.754583,54.71809418,135.8,65.5,-0.35084486598012504,-0.5923215899999974,-9958.188024809993,0
2021-08-31 01:30:00,31.91396788,65.34049267,493.86771730000004,130.9868476,51.66983672,130.0,65.5,-0.025442588323727856,0.15950732999999673,-9958.028517479994,0
2021-08-31 01:35:00,23.46147309,65.52045405,478.3451036,141.7966094,53.78669431,130.0,65.5,-0.00041836816140241375,-0.020454049999997892,-9958.048971529994,0
2021-08-31 01:40:00,26.45636029,65.54505024,469.0873799,123.92110359999998,52.52884971,130.0,65.5,-0.0020295241240571318,-0.0450502399999948,-9958.094021769994,0
2021-08-31 01:45:00,31.60735844,65.48074144,599.7224294,124.5014248,53.37556716,130.0,65.5,-0.00037089213327349445,0.01925855999999726,-9958.074763209994,0
2021-08-31 01:50:00,48.02776946,65.03195337,577.6228017999999,123.93124250000001,53.07138587,130.0,65.5,-0.21906764785436014,0.46804663000000346,-9957.606716579994,0
2021-08-31 01:55:00,35.08985608,65.46191726,648.8994029,116.9610571,54.00877272,130.0,65.5,-0.0014502950859070676,0.03808273999999301,-9957.568633839994,0
2021-08-31 02:00:00,21.66365849,65.22193247,517.9552027,116.19957279999998,53.47728833,130.0,65.5,-0.07732155124030161,0.2780675300000013,-9957.290566309994,0
2021-08-31 02:05:00,28.40162484,64.63370336,547.2086711000001,129.7550528,53.80118721,130.0,65.5,-0.7504698684752924,0.8662966400000016,-9956.424269669993,0
2021-08-31 02:10:00,29.59321672,64.64535962,643.1739428999999,135.8820781,52.617931799999994,130.0,65.5,-0.7304101791265554,0.8546403800000064,-9955.569629289994,0
